,Unnamed: 0,winner_wickets,umpire3,team,team2,gender,season,date,competition,match_number,venue,city,toss_winner,toss_decision,player_of_match,umpire,umpire2,reserve_umpire,tv_umpire,match_referee,winner,winner_runs,outcome,eliminator,date2,neutralvenue,id
278,278,4.0,,Deccan Chargers,Delhi Daredevils,male,2011,2011/05/05,Indian Premier League,46.0,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Delhi Daredevils,field,V Sehwag,Asad Rauf,AM Saheba,C Shamshuddin,SL Shastri,GF Labrooy,Delhi Daredevils,,,,,,278
279,279,,,Royal Challengers Bangalore,Kings XI Punjab,male,2011,2011/05/06,Indian Premier League,47.0,M Chinnaswamy Stadium,Bangalore,Kings XI Punjab,field,CH Gayle,Aleem Dar,RB Tiffin,CK Nandan,SS Hazare,AJ Pycroft,Royal Challengers Bangalore,85.0,,,,,279
280,280,,,Kolkata Knight Riders,Chennai Super Kings,male,2011,2011/05/07,Indian Premier League,48.0,Eden Gardens,Kolkata,Chennai Super Kings,bat,Iqbal Abdulla,Asad Rauf,PR Reiffel,S Das,S Asnani,Raju Mukherjee,Kolkata Knight Riders,10.0,,,,,280
281,281,,,Mumbai Indians,Delhi Daredevils,male,2011,2011/05/07,Indian Premier League,49.0,Wankhede Stadium,Mumbai,Delhi Daredevils,field,AT Rayudu,K Hariharan,SJA Taufel,VA Kulkarni,HDPK Dharmasena,RS Mahanama,Mumbai Indians,32.0,,,,,281
282,282,9.0,,Royal Challengers Bangalore,Kochi Tuskers Kerala,male,2011,2011/05/08,Indian Premier League,50.0,M Chinnaswamy Stadium,Bangalore,Kochi Tuskers Kerala,bat,CH Gayle,Aleem Dar,SS Hazare,CK Nandan,RB Tiffin,AJ Pycroft,Royal Challengers Bangalore,,,,,,282
283,283,5.0,,Kings XI Punjab,Pune Warriors,male,2011,2011/05/08,Indian Premier League,51.0,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Kings XI Punjab,bat,R Sharma,SK Tarapore,RJ Tucker,K Bharatan,S Ravi,D Govindjee,Pune Warriors,,,,,,283
284,284,,,Rajasthan Royals,Chennai Super Kings,male,2011,2011/05/09,Indian Premier League,52.0,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,field,M Vijay,K Hariharan,SJA Taufel,R Subramanian,HDPK Dharmasena,RS Mahanama,Chennai Super Kings,63.0,,,,,284
285,285,6.0,,Deccan Chargers,Pune Warriors,male,2011,2011/05/10,Indian Premier League,53.0,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Deccan Chargers,bat,MR Marsh,Asad Rauf,AM Saheba,C Shamshuddin,SL Shastri,GF Labrooy,Pune Warriors,,,,,,285
286,286,,,Kings XI Punjab,Mumbai Indians,male,2011,2011/05/10,Indian Premier League,54.0,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Mumbai Indians,field,BA Bhatt,SK Tarapore,RJ Tucker,K Bharatan,,D Govindjee,Kings XI Punjab,76.0,,,,,286
287,287,9.0,,Rajasthan Royals,Royal Challengers Bangalore,male,2011,2011/05/11,Indian Premier League,55.0,Sawai Mansingh Stadium,Jaipur,Royal Challengers Bangalore,field,S Aravind,HDPK Dharmasena,K Hariharan,R Subramanian,SJA Taufel,RS Mahanama,Royal Challengers Bangalore,,,,,,287
288,288,,,Chennai Super Kings,Delhi Daredevils,male,2011,2011/05/12,Indian Premier League,56.0,"MA Chidambaram Stadium, Chepauk",Chennai,Chennai Super Kings,bat,MS Dhoni,AM Saheba,SL Shastri,K Srinath,Asad Rauf,GF Labrooy,Chennai Super Kings,18.0,,,,,288
289,289,6.0,,Kochi Tuskers Kerala,Kings XI Punjab,male,2011,2011/05/13,Indian Premier League,57.0,Holkar Cricket Stadium,Indore,Kings XI Punjab,field,KD Karthik,S Asnani,RJ Tucker,NA Patwardhan,PR Reiffel,Raju Mukherjee,Kings XI Punjab,,,,,,289
290,290,4.0,,Royal Challengers Bangalore,Kolkata Knight Riders,male,2011,2011/05/14,Indian Premier League,58.0,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,field,CH Gayle,RE Koertzen,RB Tiffin,CK Nandan,SS Hazare,AJ Pycroft,Royal Challengers Bangalore,,,,,,290
291,291,,,Mumbai Indians,Deccan Chargers,male,2011,2011/05/14,Indian Premier League,59.0,Wankhede Stadium,Mumbai,Deccan Chargers,bat,A Mishra,S Ravi,SK Tarapore,VA Kulkarni,SJA Taufel,D Govindjee,Deccan Chargers,10.0,,,,,291
292,292,,,Kings XI Punjab,Delhi Daredevils,male,2011,2011/05/15,Indian Premier League,60.0,Himachal Pradesh Cricket Association Stadium,Dharamsala,Delhi Daredevils,field,PP Chawla,Asad Rauf,SL Shastri,K Bharatan,AM Saheba,GF Labrooy,Kings XI Punjab,29.0,,,,,292
293,293,8.0,,Kochi Tuskers Kerala,Rajasthan Royals,male,2011,2011/05/15,Indian Premier League,61.0,Holkar Cricket Stadium,Indore,Kochi Tuskers Kerala,field,BJ Hodge,PR Reiffel,RJ Tucker,NA Patwardhan,S Asnani,RS Mahanama,Kochi Tuskers Kerala,,,,,,293
294,294,6.0,,Pune Warriors,Deccan Chargers,male,2011,2011/05/16,Indian Premier League,62.0,Dr DY Patil Sports Academy,Mumbai,Deccan Chargers,field,A Mishra,S Ravi,SK Tarapore,NA Patwardhan,SJA Taufel,D Govindjee,Deccan Chargers,,,,,,294
295,295,,,Kings XI Punjab,Royal Challengers Bangalore,male,2011,2011/05/17,Indian Premier League,63.0,Himachal Pradesh Cricket Association Stadium,Dharamsala,Kings XI Punjab,bat,AC Gilchrist,Asad Rauf,AM Saheba,K Bharatan,SL Shastri,GF Labrooy,Kings XI Punjab,111.0,,,,,295
296,296,,,Chennai Super Kings,Kochi Tuskers Kerala,male,2011,2011/05/18,Indian Premier League,64.0,"MA Chidambaram Stadium, Chepauk",Chennai,Chennai Super Kings,bat,WP Saha,HDPK Dharmasena,RE Koertzen,K Srinath,K Hariharan,RS Mahanama,Chennai Super Kings,11.0,,,,,296
297,297,7.0,,Pune Warriors,Kolkata Knight Riders,male,2011,2011/05/19,Indian Premier League,65.0,Dr DY Patil Sports Academy,Mumbai,Kolkata Knight Riders,field,YK Pathan,S Ravi,SJA Taufel,NA Patwardhan,SK Tarapore,D Govindjee,Kolkata Knight Riders,,,,,,297
298,298,10.0,,Mumbai Indians,Rajasthan Royals,male,2011,2011/05/20,Indian Premier League,66.0,Wankhede Stadium,Mumbai,Mumbai Indians,bat,SR Watson,RE Koertzen,PR Reiffel,VA Kulkarni,S Asnani,J Srinath,Rajasthan Royals,,,,,,298
299,299,,,Kings XI Punjab,Deccan Chargers,male,2011,2011/05/21,Indian Premier League,67.0,Himachal Pradesh Cricket Association Stadium,Dharamsala,Kings XI Punjab,field,S Dhawan,Asad Rauf,AM Saheba,K Bharatan,SL Shastri,GF Labrooy,Deccan Chargers,82.0,,,,,299
300,300,,,Delhi Daredevils,Pune Warriors,male,2011,2011/05/21,Indian Premier League,68.0,Feroz Shah Kotla,Delhi,Delhi Daredevils,bat,,SS Hazare,RJ Tucker,A Chaudhary,RB Tiffin,AJ Pycroft,,,no result,,,,300
301,301,8.0,,Royal Challengers Bangalore,Chennai Super Kings,male,2011,2011/05/22,Indian Premier League,69.0,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,field,CH Gayle,K Hariharan,RE Koertzen,CK Nandan,HDPK Dharmasena,RS Mahanama,Royal Challengers Bangalore,,,,,,301
302,302,5.0,,Kolkata Knight Riders,Mumbai Indians,male,2011,2011/05/22,Indian Premier League,70.0,Eden Gardens,Kolkata,Mumbai Indians,field,JEC Franklin,SK Tarapore,SJA Taufel,S Das,S Ravi,D Govindjee,Mumbai Indians,,,,,,302
303,303,6.0,,Royal Challengers Bangalore,Chennai Super Kings,male,2011,2011/05/24,Indian Premier League,,Wankhede Stadium,Mumbai,Chennai Super Kings,field,SK Raina,Asad Rauf,SJA Taufel,VA Kulkarni,PR Reiffel,RS Mahanama,Chennai Super Kings,,,,,,303
304,304,4.0,,Mumbai Indians,Kolkata Knight Riders,male,2011,2011/05/25,Indian Premier League,,Wankhede Stadium,Mumbai,Mumbai Indians,field,MM Patel,Asad Rauf,SJA Taufel,VN Kulkarni,PR Reiffel,RS Mahanama,Mumbai Indians,,,,,,304
305,305,,,Royal Challengers Bangalore,Mumbai Indians,male,2011,2011/05/27,Indian Premier League,,"MA Chidambaram Stadium, Chepauk",Chennai,Mumbai Indians,field,CH Gayle,Asad Rauf,SJA Taufel,K Srinath,HDPK Dharmasena,RS Mahanama,Royal Challengers Bangalore,43.0,,,,,305
306,306,,,Chennai Super Kings,Royal Challengers Bangalore,male,2011,2011/05/28,Indian Premier League,,"MA Chidambaram Stadium, Chepauk",Chennai,Chennai Super Kings,bat,M Vijay,Asad Rauf,SJA Taufel,K Srinath,HDPK Dharmasena,RS Mahanama,Chennai Super Kings,58.0,,,,,306
307,307,8.0,,Chennai Super Kings,Mumbai Indians,male,2012,2012/04/04,Indian Premier League,1.0,"MA Chidambaram Stadium, Chepauk",Chennai,Mumbai Indians,field,RE Levi,JD Cloete,SJA Taufel,K Srinath,S Ravi,RS Madugalle,Mumbai Indians,,,,,,307
308,308,8.0,,Kolkata Knight Riders,Delhi Daredevils,male,2012,2012/04/05,Indian Premier League,2.0,Eden Gardens,Kolkata,Delhi Daredevils,field,IK Pathan,S Asnani,HDPK Dharmasena,Premdip Chatterjee,S Das,GF Labrooy,Delhi Daredevils,,,,,,308
309,309,,,Mumbai Indians,Pune Warriors,male,2012,2012/04/06,Indian Premier League,3.0,Wankhede Stadium,Mumbai,Mumbai Indians,field,SPD Smith,AK Chaudhary,SJA Taufel,PG Pathak,JD Cloete,RR Jadeja,Pune Warriors,28.0,,,,,309
310,310,,,Rajasthan Royals,Kings XI Punjab,male,2012,2012/04/06,Indian Premier League,4.0,Sawai Mansingh Stadium,Jaipur,Kings XI Punjab,field,AM Rahane,BF Bowden,SK Tarapore,PK Khakhar,VA Kulkarni,RS Madugalle,Rajasthan Royals,31.0,,,,,310
311,311,,,Royal Challengers Bangalore,Delhi Daredevils,male,2012,2012/04/07,Indian Premier League,5.0,M Chinnaswamy Stadium,Bangalore,Delhi Daredevils,field,AB de Villiers,S Asnani,S Ravi,BK Ravi,S Das,Raju Mukherjee,Royal Challengers Bangalore,20.0,,,,,311
312,312,,,Deccan Chargers,Chennai Super Kings,male,2012,2012/04/07,Indian Premier League,6.0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,Deccan Chargers,field,RA Jadeja,JD Cloete,HDPK Dharmasena,R Subramanian,AK Chaudhary,GF Labrooy,Chennai Super Kings,74.0,,,,,312
313,313,,,Rajasthan Royals,Kolkata Knight Riders,male,2012,2012/04/08,Indian Premier League,7.0,Sawai Mansingh Stadium,Jaipur,Kolkata Knight Riders,field,BJ Hodge,BF Bowden,VA Kulkarni,PK Khakhar,SK Tarapore,RS Madugalle,Rajasthan Royals,22.0,,,,,313
314,314,,,Pune Warriors,Kings XI Punjab,male,2012,2012/04/08,Indian Premier League,8.0,Subrata Roy Sahara Stadium,Pune,Pune Warriors,bat,MN Samuels,S Das,SJA Taufel,SD Ranade,S Asnani,RR Jadeja,Pune Warriors,22.0,,,,,314
315,315,5.0,,Deccan Chargers,Mumbai Indians,male,2012,2012/04/09,Indian Premier League,9.0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,Deccan Chargers,bat,RG Sharma,AK Chaudhary,JD Cloete,R Subramanian,HDPK Dharmasena,GF Labrooy,Mumbai Indians,,,,,,315
316,316,,,Royal Challengers Bangalore,Kolkata Knight Riders,male,2012,2012/04/10,Indian Premier League,10.0,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,field,L Balaji,S Ravi,RJ Tucker,BK Ravi,S Asnani,Raju Mukherjee,Kolkata Knight Riders,42.0,,,,,316
317,317,8.0,,Delhi Daredevils,Chennai Super Kings,male,2012,2012/04/10,Indian Premier League,11.0,Feroz Shah Kotla,Delhi,Delhi Daredevils,field,M Morkel,Asad Rauf,SK Tarapore,S Dua,VA Kulkarni,RS Madugalle,Delhi Daredevils,,,,,,317
318,318,,,Mumbai Indians,Rajasthan Royals,male,2012,2012/04/11,Indian Premier League,12.0,Wankhede Stadium,Mumbai,Rajasthan Royals,field,KA Pollard,Aleem Dar,BNJ Oxenford,PG Pathak,S Das,J Srinath,Mumbai Indians,27.0,,,,,318
319,319,5.0,,Chennai Super Kings,Royal Challengers Bangalore,male,2012,2012/04/12,Indian Premier League,13.0,"MA Chidambaram Stadium, Chepauk",Chennai,Royal Challengers Bangalore,bat,F du Plessis,HDPK Dharmasena,RJ Tucker,K Srinath,S Ravi,Raju Mukherjee,Chennai Super Kings,,,,,,319
320,320,7.0,,Kings XI Punjab,Pune Warriors,male,2012,2012/04/12,Indian Premier League,14.0,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Kings XI Punjab,field,AD Mascarenhas,VA Kulkarni,SK Tarapore,B Vij,BF Bowden,RS Madugalle,Kings XI Punjab,,,,,,320
321,321,5.0,,Kolkata Knight Riders,Rajasthan Royals,male,2012,2012/04/13,Indian Premier League,15.0,Eden Gardens,Kolkata,Rajasthan Royals,bat,Shakib Al Hasan,Asad Rauf,S Asnani,Premdip Chatterjee,S Das,GF Labrooy,Kolkata Knight Riders,,,,,,321
322,322,5.0,,Delhi Daredevils,Deccan Chargers,male,2012,2012/04/19,Indian Premier League,23.0,Feroz Shah Kotla,Delhi,Deccan Chargers,bat,KP Pietersen,BF Bowden,SK Tarapore,S Dua,VA Kulkarni,RS Madugalle,Delhi Daredevils,,,,,,322
323,323,7.0,,Pune Warriors,Chennai Super Kings,male,2012,2012/04/14,Indian Premier League,16.0,Subrata Roy Sahara Stadium,Pune,Chennai Super Kings,bat,JD Ryder,Aleem Dar,BNJ Oxenford,SD Ranade,AK Chaudhary,RR Jadeja,Pune Warriors,,,,,,323
324,324,,,Kolkata Knight Riders,Kings XI Punjab,male,2012,2012/04/15,Indian Premier League,17.0,Eden Gardens,Kolkata,Kolkata Knight Riders,field,SP Narine,Asad Rauf,S Asnani,Premdip Chatterjee,S Das,GF Labrooy,Kings XI Punjab,2.0,,,,,324
325,325,,,Royal Challengers Bangalore,Rajasthan Royals,male,2012,2012/04/15,Indian Premier League,18.0,M Chinnaswamy Stadium,Bangalore,Rajasthan Royals,bat,AM Rahane,JD Cloete,RJ Tucker,BK Ravi,S Ravi,Raju Mukherjee,Rajasthan Royals,59.0,,,,,325
326,326,7.0,,Mumbai Indians,Delhi Daredevils,male,2012,2012/04/16,Indian Premier League,19.0,Wankhede Stadium,Mumbai,Delhi Daredevils,field,S Nadeem,BF Bowden,SK Tarapore,PG Pathak,VA Kulkarni,RS Madugalle,Delhi Daredevils,,,,,,326
327,327,5.0,,Rajasthan Royals,Deccan Chargers,male,2012,2012/04/17,Indian Premier League,20.0,Sawai Mansingh Stadium,Jaipur,Deccan Chargers,bat,BJ Hodge,Aleem Dar,BNJ Oxenford,PK Khakhar,AK Chaudhary,RR Jadeja,Rajasthan Royals,,,,,,327
328,328,6.0,,Royal Challengers Bangalore,Pune Warriors,male,2012,2012/04/17,Indian Premier League,21.0,M Chinnaswamy Stadium,Bangalore,Pune Warriors,bat,CH Gayle,S Asnani,S Das,BK Ravi,Asad Rauf,GF Labrooy,Royal Challengers Bangalore,,,,,,328
329,329,8.0,,Kings XI Punjab,Kolkata Knight Riders,male,2012,2012/04/18,Indian Premier League,22.0,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Kings XI Punjab,bat,G Gambhir,JD Cloete,RJ Tucker,B Vij,S Ravi,RS Mahanama,Kolkata Knight Riders,,,,,,329
330,330,9.0,,Deccan Chargers,Delhi Daredevils,male,2012,2012/05/10,Indian Premier League,55.0,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Deccan Chargers,bat,DA Warner,JD Cloete,SJA Taufel,KN Ananthapadmanabhan,S Ravi,J Srinath,Delhi Daredevils,,,,,,330
331,331,,,Chennai Super Kings,Pune Warriors,male,2012,2012/04/19,Indian Premier League,24.0,"MA Chidambaram Stadium, Chepauk",Chennai,Pune Warriors,field,KMDN Kulasekara,Asad Rauf,S Das,K Srinath,S Asnani,GF Labrooy,Chennai Super Kings,13.0,,,,,331
332,332,5.0,,Kings XI Punjab,Royal Challengers Bangalore,male,2012,2012/04/20,Indian Premier League,25.0,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Royal Challengers Bangalore,field,CH Gayle,S Ravi,RJ Tucker,B Vij,JD Cloete,RS Mahanama,Royal Challengers Bangalore,,,,,,332
333,333,7.0,,Chennai Super Kings,Rajasthan Royals,male,2012,2012/04/21,Indian Premier League,26.0,"MA Chidambaram Stadium, Chepauk",Chennai,Rajasthan Royals,bat,F du Plessis,Aleem Dar,BNJ Oxenford,K Srinath,AK Chaudhary,J Srinath,Chennai Super Kings,,,,,,333
334,334,,,Delhi Daredevils,Pune Warriors,male,2012,2012/04/21,Indian Premier League,27.0,Feroz Shah Kotla,Delhi,Delhi Daredevils,field,SC Ganguly,Asad Rauf,S Das,S Dua,S Asnani,GF Labrooy,Pune Warriors,20.0,,,,,334
335,335,6.0,,Mumbai Indians,Kings XI Punjab,male,2012,2012/04/22,Indian Premier League,28.0,Wankhede Stadium,Mumbai,Mumbai Indians,bat,SE Marsh,S Ravi,RJ Tucker,PG Pathak,JD Cloete,Raju Mukherjee,Kings XI Punjab,,,,,,335
336,336,5.0,,Deccan Chargers,Kolkata Knight Riders,male,2012,2012/04/22,Indian Premier League,29.0,Barabati Stadium,Cuttack,Kolkata Knight Riders,field,B Lee,BF Bowden,SK Tarapore,R Subramanian,VA Kulkarni,RS Mahanama,Kolkata Knight Riders,,,,,,336
337,337,,,Rajasthan Royals,Royal Challengers Bangalore,male,2012,2012/04/23,Indian Premier League,30.0,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,field,AB de Villiers,Asad Rauf,S Asnani,PK Khakhar,S Das,RS Madugalle,Royal Challengers Bangalore,46.0,,,,,337
338,338,8.0,,Pune Warriors,Delhi Daredevils,male,2012,2012/04/24,Indian Premier League,31.0,Subrata Roy Sahara Stadium,Pune,Pune Warriors,bat,V Sehwag,S Ravi,RJ Tucker,SD Ranade,JD Cloete,Raju Mukherjee,Delhi Daredevils,,,,,,338
339,339,4.0,,Kings XI Punjab,Mumbai Indians,male,2012,2012/04/25,Indian Premier League,33.0,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Kings XI Punjab,bat,AT Rayudu,Aleem Dar,BNJ Oxenford,B Vij,AK Chaudhary,RS Mahanama,Mumbai Indians,,,,,,339
340,340,,,Pune Warriors,Deccan Chargers,male,2012,2012/04/26,Indian Premier League,35.0,Subrata Roy Sahara Stadium,Pune,Deccan Chargers,bat,CL White,S Ravi,RJ Tucker,SD Ranade,JD Cloete,Raju Mukherjee,Deccan Chargers,18.0,,,,,340
341,341,,,Delhi Daredevils,Mumbai Indians,male,2012,2012/04/27,Indian Premier League,36.0,Feroz Shah Kotla,Delhi,Mumbai Indians,field,V Sehwag,Aleem Dar,BNJ Oxenford,S Dua,AK Chaudhary,J Srinath,Delhi Daredevils,37.0,,,,,341
342,342,,,Chennai Super Kings,Kings XI Punjab,male,2012,2012/04/28,Indian Premier League,37.0,"MA Chidambaram Stadium, Chepauk",Chennai,Kings XI Punjab,bat,Mandeep Singh,BF Bowden,SK Tarapore,K Srinivasan,C Shamshuddin,RS Mahanama,Kings XI Punjab,7.0,,,,,342
343,343,,,Kolkata Knight Riders,Royal Challengers Bangalore,male,2012,2012/04/28,Indian Premier League,38.0,Eden Gardens,Kolkata,Kolkata Knight Riders,bat,G Gambhir,Asad Rauf,BR Doctrove,AS Pathania,S Asnani,RR Jadeja,Kolkata Knight Riders,47.0,,,,,343
344,344,,,Delhi Daredevils,Rajasthan Royals,male,2012,2012/04/29,Indian Premier League,39.0,Feroz Shah Kotla,Delhi,Delhi Daredevils,bat,V Sehwag,S Ravi,RJ Tucker,R Risodkar,JD Cloete,Raju Mukherjee,Delhi Daredevils,1.0,,,,,344
345,345,5.0,,Mumbai Indians,Deccan Chargers,male,2012,2012/04/29,Indian Premier League,40.0,Wankhede Stadium,Mumbai,Mumbai Indians,field,DW Steyn,AK Chaudhary,BNJ Oxenford,RM Deshpande,Aleem Dar,J Srinath,Mumbai Indians,,,,,,345
346,346,5.0,,Chennai Super Kings,Kolkata Knight Riders,male,2012,2012/04/30,Indian Premier League,41.0,"MA Chidambaram Stadium, Chepauk",Chennai,Chennai Super Kings,bat,G Gambhir,BF Bowden,C Shamshuddin,K Srinivasan,SK Tarapore,RS Mahanama,Kolkata Knight Riders,,,,,,346
347,347,,,Deccan Chargers,Pune Warriors,male,2012,2012/05/01,Indian Premier League,42.0,Barabati Stadium,Cuttack,Deccan Chargers,bat,KC Sangakkara,Aleem Dar,AK Chaudhary,R Subramanian,BNJ Oxenford,AJ Pycroft,Deccan Chargers,13.0,,,,,347
348,348,6.0,,Rajasthan Royals,Delhi Daredevils,male,2012,2012/05/01,Indian Premier League,43.0,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,bat,P Negi,JD Cloete,SJA Taufel,K Bharatan,S Ravi,Raju Mukherjee,Delhi Daredevils,,,,,,348
349,349,4.0,,Royal Challengers Bangalore,Kings XI Punjab,male,2012,2012/05/02,Indian Premier League,44.0,M Chinnaswamy Stadium,Bangalore,Kings XI Punjab,field,Azhar Mahmood,BF Bowden,C Shamshuddin,CK Nandan,SK Tarapore,RS Mahanama,Kings XI Punjab,,,,,,349
350,350,,,Pune Warriors,Mumbai Indians,male,2012,2012/05/03,Indian Premier League,45.0,Subrata Roy Sahara Stadium,Pune,Mumbai Indians,bat,SL Malinga,Asad Rauf,S Asnani,NA Patwardhan,BR Doctrove,AJ Pycroft,Mumbai Indians,1.0,,,,,350
351,351,,,Chennai Super Kings,Deccan Chargers,male,2012,2012/05/04,Indian Premier League,46.0,"MA Chidambaram Stadium, Chepauk",Chennai,Chennai Super Kings,bat,SK Raina,HDPK Dharmasena,BNJ Oxenford,K Srinivasan,Aleem Dar,RS Mahanama,Chennai Super Kings,10.0,,,,,351
352,352,,,Kolkata Knight Riders,Pune Warriors,male,2012,2012/05/05,Indian Premier League,47.0,Eden Gardens,Kolkata,Kolkata Knight Riders,bat,SP Narine,BF Bowden,SK Tarapore,AS Pathania,C Shamshuddin,J Srinath,Kolkata Knight Riders,7.0,,,,,352
353,353,,,Kings XI Punjab,Rajasthan Royals,male,2012,2012/05/05,Indian Premier League,48.0,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Rajasthan Royals,bat,SR Watson,JD Cloete,SJA Taufel,B Vij,S Ravi,AJ Pycroft,Rajasthan Royals,43.0,,,,,353
354,354,2.0,,Mumbai Indians,Chennai Super Kings,male,2012,2012/05/06,Indian Premier League,49.0,Wankhede Stadium,Mumbai,Mumbai Indians,field,DR Smith,Asad Rauf,S Asnani,RM Deshpande,BR Doctrove,GF Labrooy,Mumbai Indians,,,,,,354
355,355,5.0,,Royal Challengers Bangalore,Deccan Chargers,male,2012,2012/05/06,Indian Premier League,50.0,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,field,AB de Villiers,HDPK Dharmasena,BNJ Oxenford,CK Nandan,Aleem Dar,RS Mahanama,Royal Challengers Bangalore,,,,,,355
356,356,6.0,,Delhi Daredevils,Kolkata Knight Riders,male,2012,2012/05/07,Indian Premier League,51.0,Feroz Shah Kotla,Delhi,Delhi Daredevils,bat,JH Kallis,JD Cloete,S Ravi,R Risodkar,SJA Taufel,AJ Pycroft,Kolkata Knight Riders,,,,,,356
357,357,7.0,,Pune Warriors,Rajasthan Royals,male,2012,2012/05/08,Indian Premier League,52.0,Subrata Roy Sahara Stadium,Pune,Pune Warriors,bat,SR Watson,Asad Rauf,BR Doctrove,NA Patwardhan,S Asnani,GF Labrooy,Rajasthan Royals,,,,,,357
358,358,,,Deccan Chargers,Kings XI Punjab,male,2012,2012/05/08,Indian Premier League,53.0,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,Deccan Chargers,field,Mandeep Singh,HDPK Dharmasena,BNJ Oxenford,KN Ananthapadmanabhan,C Shamshuddin,J Srinath,Kings XI Punjab,25.0,,,,,358
359,359,9.0,,Mumbai Indians,Royal Challengers Bangalore,male,2012,2012/05/09,Indian Premier League,54.0,Wankhede Stadium,Mumbai,Royal Challengers Bangalore,field,CH Gayle,BF Bowden,VA Kulkarni,RM Deshpande,SK Tarapore,RS Madugalle,Royal Challengers Bangalore,,,,,,359
360,360,4.0,,Rajasthan Royals,Chennai Super Kings,male,2012,2012/05/10,Indian Premier League,56.0,Sawai Mansingh Stadium,Jaipur,Chennai Super Kings,field,BW Hilfenhaus,BNJ Oxenford,C Shamshuddin,K Bharatan,HDPK Dharmasena,AJ Pycroft,Chennai Super Kings,,,,,,360
361,361,,,Pune Warriors,Royal Challengers Bangalore,male,2012,2012/05/11,Indian Premier League,57.0,Subrata Roy Sahara Stadium,Pune,Pune Warriors,field,CH Gayle,BF Bowden,SK Tarapore,NA Patwardhan,VA Kulkarni,RS Madugalle,Royal Challengers Bangalore,35.0,,,,,361
362,362,,,Kolkata Knight Riders,Mumbai Indians,male,2012,2012/05/12,Indian Premier League,58.0,Eden Gardens,Kolkata,Mumbai Indians,bat,RG Sharma,S Ravi,SJA Taufel,AS Pathania,JD Cloete,J Srinath,Mumbai Indians,27.0,,,,,362
363,363,9.0,,Chennai Super Kings,Delhi Daredevils,male,2012,2012/05/12,Indian Premier League,59.0,"MA Chidambaram Stadium, Chepauk",Chennai,Chennai Super Kings,field,BW Hilfenhaus,S Das,BR Doctrove,K Srinivasan,S Asnani,GF Labrooy,Chennai Super Kings,,,,,,363
364,364,,,Rajasthan Royals,Pune Warriors,male,2012,2012/05/13,Indian Premier League,60.0,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,bat,A Chandila,BF Bowden,SK Tarapore,K Bharatan,VA Kulkarni,RS Madugalle,Rajasthan Royals,45.0,,,,,364
365,365,4.0,,Kings XI Punjab,Deccan Chargers,male,2012,2012/05/13,Indian Premier League,61.0,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Deccan Chargers,bat,DJ Hussey,HDPK Dharmasena,BNJ Oxenford,B Vij,C Shamshuddin,AJ Pycroft,Kings XI Punjab,,,,,,365
366,366,5.0,,Royal Challengers Bangalore,Mumbai Indians,male,2012,2012/05/14,Indian Premier League,62.0,M Chinnaswamy Stadium,Bangalore,Mumbai Indians,field,AT Rayudu,S Das,BR Doctrove,CK Nandan,S Asnani,GF Labrooy,Mumbai Indians,,,,,,366
367,367,5.0,,Kolkata Knight Riders,Chennai Super Kings,male,2012,2012/05/14,Indian Premier League,63.0,Eden Gardens,Kolkata,Chennai Super Kings,field,MEK Hussey,JD Cloete,SJA Taufel,AS Pathania,S Ravi,Raju Mukherjee,Chennai Super Kings,,,,,,367
368,368,5.0,,Delhi Daredevils,Kings XI Punjab,male,2012,2012/05/15,Indian Premier League,64.0,Feroz Shah Kotla,Delhi,Kings XI Punjab,bat,UT Yadav,HDPK Dharmasena,BNJ Oxenford,R Risodkar,C Shamshuddin,AJ Pycroft,Delhi Daredevils,,,,,,368
369,369,,,Mumbai Indians,Kolkata Knight Riders,male,2012,2012/05/16,Indian Premier League,65.0,Wankhede Stadium,Mumbai,Mumbai Indians,field,SP Narine,S Das,BR Doctrove,RM Deshpande,S Asnani,GF Labrooy,Kolkata Knight Riders,32.0,,,,,369
